chopsticks,rice,,,,,,,,,,,,,,,,
rice,detergent,cooking oil,,,,,,,,,,,,,,,
spoon,fork,salad cup,sauce cup,plastic bag,corrugated cup,tupperware,styro food pack,tupperware,dishwashing liquid,,,,,,,,
tupperware,plastic bag,,,,,,,,,,,,,,,,
cooking oil,rice,oyster sauce,brown sugar,white sugar,gun lighter,,,,,,,,,,,,
bento box,spoon,fork,,,,,,,,,,,,,,,
rice,cooking oil,,,,,,,,,,,,,,,,
rice,cooking oil,paper bag,spaghetti box,meal box,dishwashing liquid,detergent,bread crumbs,steel wool,sponge,plastic bag,trash bag,salad cup,scotch tape,,,,
cooking oil,white sugar,salt,flour,salt,,,,,,,,,,,,,
trash bag,cooking oil,cling wrap,,,,,,,,,,,,,,,
rice,chopsticks,,,,,,,,,,,,,,,,
cooking oil,plastic bag,,,,,,,,,,,,,,,,
flour,brown sugar,salt,cooking oil,,,,,,,,,,,,,,
cooking oil,dishwashing liquid,detergent,bleach,cling wrap,trash bag,,,,,,,,,,,,
rice,cooking oil,bag closer,,,,,,,,,,,,,,,
sauce cup,pepper,,,,,,,,,,,,,,,,
sushi tray,cooking oil,rice,,,,,,,,,,,,,,,
rice,chopsticks,flour,spaghetti box,salt,ballpen,,,,,,,,,,,,
rice,msg,rice,salt,,,,,,,,,,,,,,
broom,cooking oil,plastic bag,,,,,,,,,,,,,,,
cooking oil,flour,detergent,dishwashing liquid,bleach,steel wool,oyster sauce,,,,,,,,,,,
spaghetti box,sesame seeds,,,,,,,,,,,,,,,,
dishwashing liquid,detergent,trash bag,cooking oil,flour,bread crumbs,white sugar,,,,,,,,,,,
bento box,pepper,,,,,,,,,,,,,,,,
cooking oil,bento box,,,,,,,,,,,,,,,,
chopsticks,tissue,spork,spoon,,,,,,,,,,,,,,
rice,plastic cup,cooking oil,white sugar,cling wrap,spoon,,,,,,,,,,,,
rice,salt,white sugar,burger box,paper bag,flour,chopsticks,thermal paper,cling wrap,bread crumbs,tissue,pepper,,,,,,
cooking oil,flour,msg,white sugar,dishwashing liquid,detergent,steel wool,sponge,bleach,cling wrap,,,,,,,,
detergent,bleach,,,,,,,,,,,,,,,,
spoon,fork,bento box,pepper,paper bag,,,,,,,,,,,,,
dishwashing liquid,trash bag,bread crumbs,spaghetti box,lunch box,,,,,,,,,,,,,
detergent,bleach,msg,pepper,good morning towel,plastic cup,plastic bag,tupperware,,,,,,,,,,
takeout box,trash bag,,,,,,,,,,,,,,,,
cooking oil,pepper,sugar,rice,,,,,,,,,,,,,,
sauce cup,bento box,,,,,,,,,,,,,,,,
rice,scotch tape,flour,sugar,chopsticks,tupperware,plastic bag,ice bag,lunch box,thermal paper,,,,,,,,
cooking oil,plastic cup,,,,,,,,,,,,,,,,
paper bag,vinyl gloves,,,,,,,,,,,,,,,,
dishwashing liquid,detergent,trash bag,sponge,steel wool,white sugar,salt,flour,pepper,,,,,,,,,
cooking oil,bread crumbs,,,,,,,,,,,,,,,,
bento box,chopsticks,,,,,,,,,,,,,,,,
plastic bag,tupperware,,,,,,,,,,,,,,,,
dishwashing liquid,plastic straw,paper bag,takeout box,,,,,,,,,,,,,,
steel wool,white sugar,brown sugar,msg,dishwashing liquid,cooking oil,,,,,,,,,,,,
rice,cooking oil,bleach,detergent,dishwashing liquid,,,,,,,,,,,,,
cooking oil,barbecue stick,flour,,,,,,,,,,,,,,,
spoon,cling wrap,,,,,,,,,,,,,,,,
rice,white sugar,cooking oil,,,,,,,,,,,,,,,
flour,rice,,,,,,,,,,,,,,,,
cooking oil,white sugar,brown sugar,cling wrap,salt,flour,bread crumbs,trash bag,dishwashing liquid,bleach,,,,,,,,
plastic cup,cooking oil,tupperware,,,,,,,,,,,,,,,
salt,rice,,,,,,,,,,,,,,,,
tupperware,plastic bowl,,,,,,,,,,,,,,,,
rice,cling wrap,chopsticks,bending straw,bread crumbs,flour,sesame seeds,paper bag,thermal paper,cooking oil,,,,,,,,
rice,cooking oil,paper bag,spaghetti box,dishwashing liquid,detergent,bleach,bread crumbs,rice,cane vinegar,sesame seeds,,,,,,,
chopsticks,trash bag,tissue,cling wrap,ecobag,scotch tape,pepper,paper bowl,paper plate,sushi tray,plastic bag,,,,,,,
spaghetti box,styro food pack,trash bag,plastic bag,sushi tray,tupperware,,,,,,,,,,,,
cooking oil,disposable gloves,,,,,,,,,,,,,,,,
bento box,cooking oil,barbecue stick,,,,,,,,,,,,,,,
sesame seeds,rice,white sugar,dishwashing liquid,trash bag,detergent powder,bleach,bread crumbs,spaghetti box,cooking oil,,,,,,,,
chopsticks,tupperware,cling wrap,tissue,,,,,,,,,,,,,,
rice,cooking oil,tissue,kitchen towel,paper bag,,,,,,,,,,,,,
bleach,detergent,dishwashing liquid,,,,,,,,,,,,,,,
tupperware,msg,cooking oil,good morning towel,aluminum foil,bleach,detergent,gun lighter,paper bag,sauce cup,,,,,,,,
rice,cooking oil,spaghetti box,meal box,dishwashing liquid,bleach,bread crumbs,,,,,,,,,,,
trash bag,tissue,cling wrap,,,,,,,,,,,,,,,
paper bowl,sauce cup,plastic bag,tupperware,chopsticks,ice bag,,,,,,,,,,,,
rice,gun lighter,,,,,,,,,,,,,,,,
cooking oil,hand soap,,,,,,,,,,,,,,,,
sesame seeds,ice candy bag,,,,,,,,,,,,,,,,
rice,chopsticks,msg,flour,,,,,,,,,,,,,,
tupperware,paper bowl,,,,,,,,,,,,,,,,
rice,plastic bag,,,,,,,,,,,,,,,,
bento box,tupperware,chopsticks,,,,,,,,,,,,,,,
tupperware,chopsticks,sauce cup,salad cup,paper bowl,paper bag,plastic bag,mophead,dishwashing liquid,,,,,,,,,
rice,cooking oil,white sugar,bag closer,dishwashing liquid,detergent,bleach,sesame seeds,,,,,,,,,,
cling wrap,sesame seeds,flour,,,,,,,,,,,,,,,
rice,alcohol,bleach,detergent,dishwashing liquid,handwash,,,,,,,,,,,,
tupperware,bento box,,,,,,,,,,,,,,,,
spaghetti box,rice,plastic bag,paper bag,cooking oil,kitchen towel,drum,,,,,,,,,,,
rice,cling wrap,chopsticks,paper bag,thermal paper,sponge,,,,,,,,,,,,
rice,cooking oil,tissue,,,,,,,,,,,,,,,
cooking oil,rice,chopsticks,sushi tray,,,,,,,,,,,,,,
cooking oil,salt,,,,,,,,,,,,,,,,
rice,cooking oil,spaghetti box,dishwashing liquid,detergent,bleach,kitchen towel,,,,,,,,,,,
rice,chopsticks,cling wrap,flour,white sugar,thermal paper,scotch tape,sponge,bending straw,,,,,,,,,
cooking oil,mophead,chopsticks,steel wool,scrubbing pad,tupperware,sauce cup,plastic bag,,,,,,,,,,
rice,cooking oil,white sugar,meal box,spaghetti box,bread crumbs,sesame seeds,detergent,dishwashing liquid,paper bag,,,,,,,,
bleach,msg,detergent,gun lighter,rice,tupperware,white towel,,,,,,,,,,,
rice,alcohol,bleach,detergent,dishwashing liquid,hand soap,flour,,,,,,,,,,,
broom,sauce cup,plastic bag,tupperware,,,,,,,,,,,,,,
tupperware,chopsticks,,,,,,,,,,,,,,,,
rice,cooking oil,spaghetti box,meal box,dishwashing liquid,bleach,trash bag,detergent,plastic bag,scotch tape,,,,,,,,
rice,styro food pack,spaghetti box,white sugar,bread crumbs,plastic bag,ice bag,sesame seeds,bleach,dishwashing liquid,detergent,rice,pepper,,,,,
rice,cooking oil,paper bag,spaghetti box,detergent,bleach,sponge,,,,,,,,,,,
dishwashing liquid,bleach,alcohol,handwash,detergent,,,,,,,,,,,,,
rice,cooking oil,dishwashing liquid,plastic bag,gun lighter,trash bag,bag closer,disposable gloves,drum,sugar,,,,,,,,
bento box,sauce cup,mop handle,mophead,,,,,,,,,,,,,,
rice,cling wrap,chopsticks,thermal paper,flour,bending straw,ballpen,plastic bag,sponge,egg,,,,,,,,
paper bag,tupperware,tape,,,,,,,,,,,,,,,
cooking oil,bleach,msg,bread crumbs,detergent,sauce cup,tupperware,,,,,,,,,,,
rice,cooking oil,styro food pack,spaghetti box,plastic bag,,,,,,,,,,,,,
rice,cooking oil,,,,,,,,,,,,,,,,
cling wrap,dishwashing liquid,sponge,,,,,,,,,,,,,,,
tupperware,spaghetti box,drinking straw,chopsticks,spoon,fork,,,,,,,,,,,,
cooking oil,alcohol,,,,,,,,,,,,,,,,
white sugar,cooking oil,detergent,bleach,styro food pack,scotch tape,trash bag,,,,,,,,,,,
rice,cooking oil,plastic bag,bleach,spaghetti box,,,,,,,,,,,,,
rice,dishwashing liquid,all purpose cleaner,detergent,,,,,,,,,,,,,,
detergent,dishwashing liquid,,,,,,,,,,,,,,,,
bleach,cooking oil,msg,bread crumbs,pepper,sauce cup,tupperware,,,,,,,,,,,
cooking oil,rice,dishwashing liquid,detergent,wax paper,paper bag,sugar,spaghetti box,plastic bag,,,,,,,,,
cooking oil,wax paper,spaghetti box,paper bag,scotch tape,thermal paper,broom,sponge,dustpan,crystal cup,sauce cup,salad cup,spoon,fork,dishwashing liquid,detergent,bleach,trash bin
bucket,trash bin,trash bag,vinyl gloves,,,,,,,,,,,,,,
aluminum foil,cooking oil,spaghetti box,meal box,alcohol,,,,,,,,,,,,,
dishwashing liquid,bleach,detergent,all purpose cleaner,cooking oil,,,,,,,,,,,,,
rice,cooking oil,spaghetti box,bread crumbs,sesame seeds,,,,,,,,,,,,,
tupperware,lomi noodles,,,,,,,,,,,,,,,,
tupperware,sauce cup,bleach,towel,,,,,,,,,,,,,,
cooking oil,plastic bag,sugar,rice,dishwashing liquid,bleach,trash bag,ice bag,tissue,paper plate,,,,,,,,
cling wrap,paper bag,tupperware,,,,,,,,,,,,,,,
meal box,spaghetti box,plastic cup,,,,,,,,,,,,,,,
dishwashing liquid,bleach,detergent,rice,,,,,,,,,,,,,,
spoon,fork,sesame seeds,bento box,,,,,,,,,,,,,,
rice,cooking oil,spaghetti box,meal box,ice candy bag,sesame seeds,plastic bag,dishwashing liquid,bleach,trash bag,sushi tray,plastic cup,scotch tape,,,,,
paper bag,plastic bag,scotch tape,,,,,,,,,,,,,,,
white sugar,bag closer,tissue,rice,,,,,,,,,,,,,,
rice,cooking oil,spaghetti box,dishwashing liquid,detergent,bread crumbs,bleach,alcohol,,,,,,,,,,
msg,bleach,pepper,cooking oil,plastic bag,tupperware,mophead,detergent,,,,,,,,,,
aluminum foil,cooking oil,,,,,,,,,,,,,,,,
rice,dishwashing liquid,trash bag,cooking oil,plastic cup,charcoal,,,,,,,,,,,,
rice,spoon,,,,,,,,,,,,,,,,
vinyl gloves,dishwashing liquid,egg,,,,,,,,,,,,,,,
rice,bleach,detergent,all purpose cleaner,sugar,cooking oil,dishwashing liquid,,,,,,,,,,,
brush,fly swatter,skewer,fork,,,,,,,,,,,,,,
plastic cup,sesame seeds,plastic bag,rice,cooking oil,detergent,bleach,dipper,bucket,trash bag,broom,dishwashing liquid,,,,,,
charcoal,spoon,,,,,,,,,,,,,,,,
rice,cooking oil,meal box,spaghetti box,plastic bag,paper bag,white sugar,flour,tissue,,,,,,,,,
tupperware,sushi tray,sauce cup,corrugated cup,,,,,,,,,,,,,,
cooking oil,dishwashing liquid,detergent,bleach,plastic bag,scotch tape,sesame seeds,bread crumbs,,,,,,,,,,
white sugar,rice,detergent,bleach,dishwashing liquid,handwash,,,,,,,,,,,,
msg,cooking oil,aluminum foil,detergent,sponge,good morning towel,bread crumbs,plastic bag,push broom,,,,,,,,,
rice,cooking oil,chopsticks,white sugar,flour,meal box,brown box,thermal paper,msg,salt,cooking oil,egg,,,,,,
rice,sesame seeds,oyster sauce,ketchup,,,,,,,,,,,,,,
cling wrap,tupperware,,,,,,,,,,,,,,,,
rice,cooking oil,spaghetti box,dishwashing liquid,bleach,detergent,sesame seeds,,,,,,,,,,,
white sugar,cooking oil,rice,bag closer,spaghetti box,meal box,plastic bag,bread crumbs,detergent,bleach,,,,,,,,
white sugar,detergent,bleach,dishwashing liquid,,,,,,,,,,,,,,
cling wrap,thermal paper,rice,egg,sponge,meal box,chopsticks,flour,plastic bag,bread crumbs,,,,,,,,
rice,cooking oil,plastic bag,aluminum foil,salad cup,,,,,,,,,,,,,
chopsticks,plastic bowl,cling wrap,paper bag,kraft bowl,rice,,,,,,,,,,,,
rice,spaghetti box,tissue,detergent,bleach,scotch tape,,,,,,,,,,,,
dishwashing liquid,bleach,detergent,white sugar,,,,,,,,,,,,,,
rice,cooking oil,bread crumbs,dishwashing liquid,plastic bag,,,,,,,,,,,,,
alcohol,cooking oil,coffee cup,,,,,,,,,,,,,,,
butane,cooking oil,bento box,,,,,,,,,,,,,,,
rice,oyster sauce,cooking oil,,,,,,,,,,,,,,,
spoon,oyster sauce,paper cup,,,,,,,,,,,,,,,
fork,plastic bag,chicken powder,,,,,,,,,,,,,,,
rice,paper bag,spaghetti box,,,,,,,,,,,,,,,
cooking oil,gun lighter,,,,,,,,,,,,,,,,
spoon,fork,paper straw,,,,,,,,,,,,,,,
tupperware,chopsticks,bento box,burger box,flame gun,sauce cup,plastic bag,meal box,plastic bag,,,,,,,,,
sesame seeds,soy sauce,pepper,,,,,,,,,,,,,,,
flour,tupperware,trash bag,chopsticks,,,,,,,,,,,,,,
plastic cup,clam shell,sauce cup,,,,,,,,,,,,,,,
styro food pack,spaghetti box,rice,cooking oil,sesame seeds,dishwashing liquid,detergent,bleach,scissors,plastic bag,cutter,scotch tape,,,,,,
rice,barbecue stick,,,,,,,,,,,,,,,,
cooking oil,alcohol,,,,,,,,,,,,,,,,
bread crumbs,rice,,,,,,,,,,,,,,,,
rice,cling wrap,chopsticks,thermal paper,flour,bread crumbs,white sugar,,,,,,,,,,,
oyster sauce,aluminum foil,detergent,plastic bag,bleach,sauce cup,tupperware,good morning towel,msg,cooking oil,,,,,,,,
fork,spoon,,,,,,,,,,,,,,,,
rice,cooking oil,margarine,oyster sauce,,,,,,,,,,,,,,
bento box,cooking oil,,,,,,,,,,,,,,,,
rice,white sugar,detergent,dishwashing liquid,bleach,,,,,,,,,,,,,
rice,ice bag,bento box,pepper powder,sponge,chicken powder,,,,,,,,,,,,
oyster sauce,vinegar,soy sauce,,,,,,,,,,,,,,,
vinegar,soy sauce,fish sauce,msg,,,,,,,,,,,,,,
plastic bag,rice,trash bag,,,,,,,,,,,,,,,
cooking oil,alcohol,,,,,,,,,,,,,,,,
cooking oil,trash bag,plastic bag,,,,,,,,,,,,,,,
spaghetti box,styro food pack,bread crumbs,sugar,detergent powder,dishwashing liquid,bleach,ice candy bag,salad cup,paper bag,trash bag,cooking oil,bag closer,,,,,
ziploc,pepper,,,,,,,,,,,,,,,,
rice,oyster sauce,cooking oil,chicken powder,soy sauce,margarine,,,,,,,,,,,,
rice,bread crumbs,,,,,,,,,,,,,,,,
cling wrap,cooking oil,rice,chopsticks,cooking oil,,,,,,,,,,,,,
spaghetti box,rice,cooking oil,,,,,,,,,,,,,,,
pepper,chopsticks,,,,,,,,,,,,,,,,
white sugar,detergent,bleach,dishwashing liquid,,,,,,,,,,,,,,
cling wrap,cooking oil,plastic bag,,,,,,,,,,,,,,,
spoon,paper straw,cling wrap,,,,,,,,,,,,,,,
rice,cooking oil,oyster sauce,sauce cup,,,,,,,,,,,,,,
alcohol,cooking oil,,,,,,,,,,,,,,,,
white sugar,sauce cup,scotch tape,spaghetti box,cooking oil,bread crumbs,detergent,dishwashing liquid,bleach,,,,,,,,,
meal box,face mask,,,,,,,,,,,,,,,,
rice,flour,,,,,,,,,,,,,,,,
rice,cling wrap,steel wool,rice,face mask,plastic bag,,,,,,,,,,,,
cooking oil,alcohol,,,,,,,,,,,,,,,,
oyster sauce,cooking oil,chicken powder,rice,aluminum foil,,,,,,,,,,,,,
plastic bag,tissue,spaghetti box,cooking oil,scotch tape,,,,,,,,,,,,,
cooking oil,rice,bread crumbs,,,,,,,,,,,,,,,
paper bag,vinyl gloves,cling wrap,,,,,,,,,,,,,,,
rice,white sugar,,,,,,,,,,,,,,,,
tupperware,bento box,sauce cup,,,,,,,,,,,,,,,
rice,cooking oil,margarine,oyster sauce,chicken powder,soy sauce,,,,,,,,,,,,
cooking oil,alcohol,,,,,,,,,,,,,,,,
flame gun,butane,chopsticks,fly swatter,fiber towel,,,,,,,,,,,,,
spaghetti box,styro food pack,burger box,cling wrap,rice,chopsticks,bread crumbs,sponge,tupperware,,,,,,,,,
tupperware,aluminum foil,plastic bag,trash bag,chopsticks,pepper,egg,,,,,,,,,,,
styro food pack,spaghetti box,rice,sesame seeds,sesame seeds,plastic bag,cooking oil,dishwashing liquid,detergent,scotch tape,meal box,,,,,,,
dishwashing liquid,bleach,white sugar,rice,cooking oil,,,,,,,,,,,,,
rice,craft bowl,paper bag,separator,,,,,,,,,,,,,,
tissue,bleach,dishwashing liquid,,,,,,,,,,,,,,,
cooking oil,sesame seeds,scotch tape,white sugar,trash bag,spaghetti box,rice,,,,,,,,,,,
rice,rice,cooking oil,bread crumbs,spaghetti box,dishwashing liquid,detergent,sponge,steel wool,sesame seeds,plastic bag,,,,,,,
alcohol,cooking oil,cooking oil,,,,,,,,,,,,,,,
detergent,bleach,dishwashing liquid,,,,,,,,,,,,,,,
tupperware,sauce cup,bending straw,aluminum tray,flame gun,tupperware,cooking oil,face mask,sushi tray,,,,,,,,,
salad cup,wax paper,spaghetti box,ice bag,bread crumbs,rice,dustpan,magic mop,broom,pepper,styro food pack,,,,,,,
bento box,cooking oil,gun lighter,sesame seeds,,,,,,,,,,,,,,
rice,cooking oil,oyster sauce,chicken powder,soy sauce,,,,,,,,,,,,,
bending straw,flour,dishwashing liquid,soy sauce,vinegar,cling wrap,oyster sauce,cooking oil,chicken powder,flour,,,,,,,,
chopsticks,cling wrap,paper bag,plastic bag,sauce cup,towel,,,,,,,,,,,,
spoon,fork,plastic bag,,,,,,,,,,,,,,,
rice,cooking oil,margarine,oyster sauce,,,,,,,,,,,,,,
cooking oil,alcohol,rice wine,,,,,,,,,,,,,,,
white sugar,plastic straw,salad cup,bag closer,salt,dishwashing liquid,,,,,,,,,,,,
cling wrap,meal box,paper bag,bread crumbs,plastic bag,,,,,,,,,,,,,
bleach,detergent,sugar,dishwashing liquid,rice,,,,,,,,,,,,,
cooking oil,spaghetti box,lunch box,plastic bag,,,,,,,,,,,,,,
rice wrapper,ice candy bag,sauce cup,,,,,,,,,,,,,,,
cooking oil,msg,bleach,detergent,paper bag,good morning towel,sponge,pepper,tupperware,bread crumbs,,,,,,,,
broom,plastic bag,salt,,,,,,,,,,,,,,,
egg,cling wrap,trash bag,chopsticks,spoon,rice,,,,,,,,,,,,
rice,aluminum foil,paper bag,chopsticks,cling wrap,spaghetti box,styro food pack,plastic bowl,,,,,,,,,,
egg,fork,spoon,,,,,,,,,,,,,,,
towel,tupperware,cooking oil,sesame seeds,tissue,mophead,cling wrap,meal box,kitchen towel,,,,,,,,,
oyster sauce,cling wrap,,,,,,,,,,,,,,,,
egg,tupperware,,,,,,,,,,,,,,,,
egg,chopsticks,pepper,trash bag,rice,,,,,,,,,,,,,
egg,trash bag,,,,,,,,,,,,,,,,
alcohol,plastic cup,,,,,,,,,,,,,,,,
egg,chopsticks,fork,spoon,white sugar,plastic bag,ice bag,,,,,,,,,,,
egg,trash bag,rice,,,,,,,,,,,,,,,
rice,aluminum foil,chicken powder,,,,,,,,,,,,,,,
white sugar,salt,cooking oil,plastic bag,barbecue stick,paper bag,,,,,,,,,,,,
rice,egg,plastic bag,tupperware,cling wrap,spaghetti box,spoon,,,,,,,,,,,
cooking oil,bread crumbs,alcohol,,,,,,,,,,,,,,,
rice,cooking oil,detergent,scouring pad,sponge,bleach,plastic bag,,,,,,,,,,,
spoon,fork,cling wrap,rice,,,,,,,,,,,,,,
mophead,dishwashing liquid,sponge,steel wool,,,,,,,,,,,,,,
egg,plastic bag,trash bag,cling wrap,pepper,common towel,,,,,,,,,,,,
rice,aluminum foil,cling wrap,paper bag,spaghetti box,,,,,,,,,,,,,
bento box,sauce cup,fork,plastic bag,spaghetti box,styro food pack,spoon,fork,tupperware,,,,,,,,,
egg,pepper,chopsticks,spoon,fork,,,,,,,,,,,,,
bleach,detergent,dishwashing liquid,white sugar,rice,,,,,,,,,,,,,
rice,ice bag,,,,,,,,,,,,,,,,
rice,sauce cup,chicken powder,soy sauce,,,,,,,,,,,,,,
egg,rice,trash bag,cling wrap,spoon,,,,,,,,,,,,,
cooking oil,empty sack,,,,,,,,,,,,,,,,
rice wrapper,sauce cup,,,,,,,,,,,,,,,,
rice,cooking oil,ice bag,plastic bag,sesame seeds,tupperware,dishwashing liquid,meal box,salad cup,white sugar,rice,,,,,,,
cooking oil,alcohol,,,,,,,,,,,,,,,,
bleach,dishwashing liquid,detergent,white sugar,,,,,,,,,,,,,,
egg,trash bag,cling wrap,pepper,plastic bag,rice,,,,,,,,,,,,
bread crumbs,cooking oil,,,,,,,,,,,,,,,,
